Date,Match_Number,City,Venue,Season,Name,Match_Type,Total_Overs,Teams_Participated,Team_1,Team_2,Team_Type,Toss_Winner,Choose_To,Match_Winner,Match_Result,Win_By_Runs,Win_By_Wickets,Win_By_Innings,Man_Of_Match
2018-03-12,,Vadodara,Reliance Stadium,2017/18,ICC Women's Championship,ODI,50,"India, Australia",India,Australia,international,India,bat,Australia,,,8,,NE Bolton
2018-03-15,,Vadodara,Reliance Stadium,2017/18,ICC Women's Championship,ODI,50,"Australia, India",Australia,India,international,India,field,Australia,,60,,,NE Bolton
2018-01-11,1,Dubai,ICC Academy,2017/18,United Arab Emirates Tri-Nation Series,ODI,50,"United Arab Emirates, Ireland",United Arab Emirates,Ireland,international,Ireland,field,Ireland,,,4,,EC Joyce
2018-01-13,2,Dubai,ICC Academy,2017/18,United Arab Emirates Tri-Nation Series,ODI,50,"Ireland, United Arab Emirates",Ireland,United Arab Emirates,international,Ireland,bat,Ireland,,67,,,WTS Porterfield
2018-01-16,3,Dubai,ICC Academy,2017/18,United Arab Emirates Tri-Nation Series,ODI,50,"Scotland, Ireland",Scotland,Ireland,international,Ireland,field,Ireland,,,6,,A Balbirnie
2018-01-18,4,Dubai,ICC Academy,2017/18,United Arab Emirates Tri-Nation Series,ODI,50,"Ireland, Scotland",Ireland,Scotland,international,Ireland,bat,Ireland,,24,,,PR Stirling
2018-01-21,5,Dubai,ICC Academy,2017/18,United Arab Emirates Tri-Nation Series,ODI,50,"Scotland, United Arab Emirates",Scotland,United Arab Emirates,international,United Arab Emirates,field,Scotland,,31,,,MH Cross
2018-01-23,6,Dubai,ICC Academy,2017/18,United Arab Emirates Tri-Nation Series,ODI,50,"Scotland, United Arab Emirates",Scotland,United Arab Emirates,international,Scotland,bat,United Arab Emirates,,,4,,Rameez Shahzad
2018-04-09,2,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",2017/18,England Women tour of India,ODI,50,"India, England",India,England,international,India,bat,England,,,8,,S Ecclestone
2018-04-12,3,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",2017/18,England Women tour of India,ODI,50,"England, India",England,India,international,England,bat,India,,,8,,DB Sharma
2018-03-06,5,,Harare Sports Club,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"Papua New Guinea, Ireland",Papua New Guinea,Ireland,international,Ireland,field,Ireland,,,4,,TP Ura
2018-03-06,6,Harare,Old Hararians,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"West Indies, United Arab Emirates",West Indies,United Arab Emirates,international,West Indies,bat,West Indies,,60,,,SO Hetmyer
2018-03-06,8,,Bulawayo Athletic Club,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"Hong Kong, Scotland",Hong Kong,Scotland,international,Scotland,field,Scotland,,,4,,TB Sole
2018-03-08,10,Harare,Old Hararians,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"Papua New Guinea, West Indies",Papua New Guinea,West Indies,international,Papua New Guinea,bat,West Indies,,,6,,JO Holder
2018-03-10,13,,Harare Sports Club,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"West Indies, Ireland",West Indies,Ireland,international,Ireland,field,West Indies,,52,,,R Powell
2018-03-10,15,Bulawayo,Queens Sports Club,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"Zimbabwe, Hong Kong",Zimbabwe,Hong Kong,international,Hong Kong,field,Zimbabwe,,89,,,H Masakadza
2018-03-12,18,Harare,Old Hararians,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"Ireland, United Arab Emirates",Ireland,United Arab Emirates,international,United Arab Emirates,field,Ireland,,226,,,PR Stirling
2018-03-12,20,Bulawayo,Queens Sports Club,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"Zimbabwe, Scotland",Zimbabwe,Scotland,international,Zimbabwe,bat,,tie,,,,SM Sharif
2018-03-15,24,Bulawayo,Queens Sports Club,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"Scotland, United Arab Emirates",Scotland,United Arab Emirates,international,Scotland,bat,Scotland,,73,,,MH Cross
2018-03-16,25,,Harare Sports Club,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"Zimbabwe, Ireland",Zimbabwe,Ireland,international,Ireland,field,Zimbabwe,,107,,,Sikandar Raza
2018-03-17,27,Harare,Old Hararians,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"Papua New Guinea, Hong Kong",Papua New Guinea,Hong Kong,international,Papua New Guinea,bat,Papua New Guinea,,58,,,CJA Amini
2018-03-18,28,,Harare Sports Club,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"Ireland, Scotland",Ireland,Scotland,international,Scotland,field,Ireland,,25,,,A Balbirnie
2018-03-19,29,,Harare Sports Club,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"Zimbabwe, West Indies",Zimbabwe,West Indies,international,Zimbabwe,bat,West Indies,,,4,,MN Samuels
2018-03-21,31,,Harare Sports Club,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"West Indies, Scotland",West Indies,Scotland,international,Scotland,field,West Indies,,5,,,SM Sharif
2018-03-22,32,,Harare Sports Club,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"United Arab Emirates, Zimbabwe",United Arab Emirates,Zimbabwe,international,Zimbabwe,field,United Arab Emirates,,3,,,Mohammad Naveed
2018-03-04,1,,Harare Sports Club,2017/18,ICC Cricket World Cup Qualifier (ICC Trophy),ODI,50,"United Arab Emirates, Papua New Guinea",United Arab Emirates,Papua New Guinea,international,Papua New Guinea,field,United Arab Emirates,,56,,,Mohammad Naveed
2018-03-04,,Lincoln,Bert Sutcliffe Oval,2017/18,ICC Women's Championship,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,West Indies,field,New Zealand,,1,,,SFM Devine
2018-03-08,,Lincoln,Bert Sutcliffe Oval,2017/18,ICC Women's Championship,ODI,50,"West Indies, New Zealand",West Indies,New Zealand,international,New Zealand,field,New Zealand,,,8,,SW Bates
2018-03-11,,Christchurch,Hagley Oval,2017/18,ICC Women's Championship,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,West Indies,field,New Zealand,,205,,,SFM Devine
2018-03-22,,,Rangiri Dambulla International Stadium,2017/18,ICC Women's Championship,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Pakistan,bat,Pakistan,,94,,,Bismah Maroof
2018-03-24,,,Rangiri Dambulla International Stadium,2017/18,ICC Women's Championship,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Pakistan,bat,Pakistan,,108,,,Sana Mir
2018-10-10,1,,Rangiri Dambulla International Stadium,2018/19,England tour of Sri Lanka,ODI,50,"England, Sri Lanka",England,Sri Lanka,international,Sri Lanka,field,,no result,,,,
2018-10-13,2,,Rangiri Dambulla International Stadium,2018/19,England tour of Sri Lanka,ODI,50,"England, Sri Lanka",England,Sri Lanka,international,Sri Lanka,field,England,,31,,,EJG Morgan
2018-10-17,3,,Pallekele International Cricket Stadium,2018/19,England tour of Sri Lanka,ODI,50,"Sri Lanka, England",Sri Lanka,England,international,England,field,England,,,7,,AU Rashid
2018-10-20,4,,Pallekele International Cricket Stadium,2018/19,England tour of Sri Lanka,ODI,50,"Sri Lanka, England",Sri Lanka,England,international,England,field,England,,18,,,EJG Morgan
2018-10-23,5,Colombo,"R.Premadasa Stadium, Khettarama",2018/19,England tour of Sri Lanka,ODI,50,"Sri Lanka, England",Sri Lanka,England,international,Sri Lanka,bat,Sri Lanka,,219,,,N Dickwella
2018-07-29,1,,Rangiri Dambulla International Stadium,2018,South Africa tour of Sri Lanka,ODI,50,"Sri Lanka, South Africa",Sri Lanka,South Africa,international,Sri Lanka,bat,South Africa,,,5,,T Shamsi
2018-08-01,2,,Rangiri Dambulla International Stadium,2018,South Africa tour of Sri Lanka,ODI,50,"Sri Lanka, South Africa",Sri Lanka,South Africa,international,Sri Lanka,bat,South Africa,,,4,,Q de Kock
2018-08-05,3,,Pallekele International Cricket Stadium,2018,South Africa tour of Sri Lanka,ODI,50,"South Africa, Sri Lanka",South Africa,Sri Lanka,international,Sri Lanka,field,South Africa,,78,,,RR Hendricks
2018-08-08,4,,Pallekele International Cricket Stadium,2018,South Africa tour of Sri Lanka,ODI,50,"Sri Lanka, South Africa",Sri Lanka,South Africa,international,South Africa,field,Sri Lanka,,3,,,MD Shanaka
2018-08-12,5,Colombo,"R.Premadasa Stadium, Khettarama",2018,South Africa tour of Sri Lanka,ODI,50,"Sri Lanka, South Africa",Sri Lanka,South Africa,international,Sri Lanka,bat,Sri Lanka,,178,,,A Dananjaya
2018-07-13,1,Bulawayo,Queens Sports Club,2018,Pakistan tour of Zimbabwe,ODI,50,"Pakistan, Zimbabwe",Pakistan,Zimbabwe,international,Zimbabwe,field,Pakistan,,201,,,Imam-ul-Haq
2018-07-16,2,Bulawayo,Queens Sports Club,2018,Pakistan tour of Zimbabwe,ODI,50,"Zimbabwe, Pakistan",Zimbabwe,Pakistan,international,Zimbabwe,bat,Pakistan,,,9,,Fakhar Zaman
2018-07-18,3,Bulawayo,Queens Sports Club,2018,Pakistan tour of Zimbabwe,ODI,50,"Zimbabwe, Pakistan",Zimbabwe,Pakistan,international,Zimbabwe,bat,Pakistan,,,9,,Faheem Ashraf
2018-07-20,4,Bulawayo,Queens Sports Club,2018,Pakistan tour of Zimbabwe,ODI,50,"Pakistan, Zimbabwe",Pakistan,Zimbabwe,international,Pakistan,bat,Pakistan,,244,,,Fakhar Zaman
2018-07-22,5,Bulawayo,Queens Sports Club,2018,Pakistan tour of Zimbabwe,ODI,50,"Pakistan, Zimbabwe",Pakistan,Zimbabwe,international,Pakistan,bat,Pakistan,,131,,,Babar Azam
2018-09-30,1,Kimberley,Diamond Oval,2018/19,Zimbabwe tour of South Africa,ODI,50,"Zimbabwe, South Africa",Zimbabwe,South Africa,international,South Africa,field,South Africa,,,5,,L Ngidi
2018-10-03,2,Bloemfontein,Mangaung Oval,2018/19,Zimbabwe tour of South Africa,ODI,50,"South Africa, Zimbabwe",South Africa,Zimbabwe,international,South Africa,bat,South Africa,,120,,,DW Steyn
2018-10-06,3,Paarl,Boland Park,2018/19,Zimbabwe tour of South Africa,ODI,50,"Zimbabwe, South Africa",Zimbabwe,South Africa,international,Zimbabwe,bat,South Africa,,,4,,H Klaasen
2019-01-19,1,Port Elizabeth,St George's Park,2018/19,Pakistan tour of South Africa,ODI,50,"South Africa, Pakistan",South Africa,Pakistan,international,South Africa,bat,Pakistan,,,5,,Mohammad Hafeez
2019-01-22,2,Durban,Kingsmead,2018/19,Pakistan tour of South Africa,ODI,50,"South Africa, Pakistan",South Africa,Pakistan,international,South Africa,field,South Africa,,,5,,AL Phehlukwayo
2019-01-25,3,Centurion,SuperSport Park,2018/19,Pakistan tour of South Africa,ODI,50,"South Africa, Pakistan",South Africa,Pakistan,international,Pakistan,bat,South Africa,,13,,,RR Hendricks
2019-01-27,4,Johannesburg,The Wanderers Stadium,2018/19,Pakistan tour of South Africa,ODI,50,"South Africa, Pakistan",South Africa,Pakistan,international,Pakistan,field,Pakistan,,,8,,Usman Shinwari
2019-01-30,5,Cape Town,Newlands,2018/19,Pakistan tour of South Africa,ODI,50,"South Africa, Pakistan",South Africa,Pakistan,international,South Africa,field,South Africa,,,7,,Q de Kock
2019-03-03,1,Johannesburg,The Wanderers Stadium,2018/19,Sri Lanka tour of South Africa,ODI,50,"South Africa, Sri Lanka",South Africa,Sri Lanka,international,South Africa,field,South Africa,,,8,,F du Plessis
2019-03-06,2,Centurion,SuperSport Park,2018/19,Sri Lanka tour of South Africa,ODI,50,"South Africa, Sri Lanka",South Africa,Sri Lanka,international,Sri Lanka,field,South Africa,,113,,,Q de Kock
2019-03-10,3,Durban,Kingsmead,2018/19,Sri Lanka tour of South Africa,ODI,50,"South Africa, Sri Lanka",South Africa,Sri Lanka,international,Sri Lanka,field,South Africa,,71,,,Q de Kock
2019-03-13,4,Port Elizabeth,St George's Park,2018/19,Sri Lanka tour of South Africa,ODI,50,"South Africa, Sri Lanka",South Africa,Sri Lanka,international,South Africa,field,South Africa,,,6,,I Udana
2019-03-16,5,Cape Town,Newlands,2018/19,Sri Lanka tour of South Africa,ODI,50,"South Africa, Sri Lanka",South Africa,Sri Lanka,international,Sri Lanka,bat,South Africa,,41,,,AK Markram
2018-05-04,1,Potchefstroom,Senwes Park,2018,Bangladesh Women tour of South Africa,ODI,50,"South Africa, Bangladesh",South Africa,Bangladesh,international,South Africa,bat,South Africa,,106,,,CL Tryon
2018-05-06,2,Potchefstroom,Senwes Park,2018,Bangladesh Women tour of South Africa,ODI,50,"Bangladesh, South Africa",Bangladesh,South Africa,international,Bangladesh,bat,South Africa,,,9,,A Khaka
2018-05-09,3,Kimberley,Diamond Oval,2018,Bangladesh Women tour of South Africa,ODI,50,"Bangladesh, South Africa",Bangladesh,South Africa,international,South Africa,field,South Africa,,,9,,L Lee
2018-05-11,4,Kimberley,Diamond Oval,2018,Bangladesh Women tour of South Africa,ODI,50,"South Africa, Bangladesh",South Africa,Bangladesh,international,South Africa,bat,South Africa,,154,,,CL Tryon
2018-05-14,5,Bloemfontein,Mangaung Oval,2018,Bangladesh Women tour of South Africa,ODI,50,"Bangladesh, South Africa",Bangladesh,South Africa,international,South Africa,field,South Africa,,,6,,L Wolvaardt
2019-05-30,1,London,Kennington Oval,2019,World Cup,ODI,50,"England, South Africa",England,South Africa,international,South Africa,field,England,,104,,,BA Stokes
2019-05-31,2,Nottingham,Trent Bridge,2019,World Cup,ODI,50,"Pakistan, West Indies",Pakistan,West Indies,international,West Indies,field,West Indies,,,7,,O Thomas
2019-06-01,3,Cardiff,Sophia Gardens,2019,World Cup,ODI,50,"New Zealand, Sri Lanka",New Zealand,Sri Lanka,international,New Zealand,field,New Zealand,,,10,,MJ Henry
2019-06-02,5,London,Kennington Oval,2019,World Cup,ODI,50,"Bangladesh, South Africa",Bangladesh,South Africa,international,South Africa,field,Bangladesh,,21,,,Shakib Al Hasan
2019-06-03,6,Nottingham,Trent Bridge,2019,World Cup,ODI,50,"England, Pakistan",England,Pakistan,international,England,field,Pakistan,,14,,,Mohammad Hafeez
2019-06-05,8,Southampton,The Rose Bowl,2019,World Cup,ODI,50,"India, South Africa",India,South Africa,international,South Africa,bat,India,,,6,,RG Sharma
2019-06-05,9,London,Kennington Oval,2019,World Cup,ODI,50,"Bangladesh, New Zealand",Bangladesh,New Zealand,international,New Zealand,field,New Zealand,,,2,,LRPL Taylor
2019-06-06,10,Nottingham,Trent Bridge,2019,World Cup,ODI,50,"Australia, West Indies",Australia,West Indies,international,West Indies,field,Australia,,15,,,NM Coulter-Nile
2019-06-08,12,Cardiff,Sophia Gardens,2019,World Cup,ODI,50,"England, Bangladesh",England,Bangladesh,international,Bangladesh,field,England,,106,,,JJ Roy
2019-06-09,14,London,Kennington Oval,2019,World Cup,ODI,50,"Australia, India",Australia,India,international,India,bat,India,,36,,,S Dhawan
2019-06-10,15,Southampton,The Rose Bowl,2019,World Cup,ODI,50,"South Africa, West Indies",South Africa,West Indies,international,West Indies,field,,no result,,,,
2019-06-12,17,Taunton,The Cooper Associates County Ground,2019,World Cup,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Pakistan,field,Australia,,41,,,DA Warner
2019-06-14,19,Southampton,The Rose Bowl,2019,World Cup,ODI,50,"England, West Indies",England,West Indies,international,England,field,England,,,8,,JE Root
2019-06-15,20,London,Kennington Oval,2019,World Cup,ODI,50,"Australia, Sri Lanka",Australia,Sri Lanka,international,Sri Lanka,field,Australia,,87,,,AJ Finch
2019-06-16,22,Manchester,Old Trafford,2019,World Cup,ODI,50,"India, Pakistan",India,Pakistan,international,Pakistan,field,India,,89,,,RG Sharma
2019-06-17,23,Taunton,The Cooper Associates County Ground,2019,World Cup,ODI,50,"Bangladesh, West Indies",Bangladesh,West Indies,international,Bangladesh,field,Bangladesh,,,7,,Shakib Al Hasan
2019-06-19,25,Birmingham,Edgbaston,2019,World Cup,ODI,50,"New Zealand, South Africa",New Zealand,South Africa,international,New Zealand,field,New Zealand,,,4,,KS Williamson
2019-06-20,26,Nottingham,Trent Bridge,2019,World Cup,ODI,50,"Australia, Bangladesh",Australia,Bangladesh,international,Australia,bat,Australia,,48,,,DA Warner
2019-06-21,27,Leeds,Headingley,2019,World Cup,ODI,50,"England, Sri Lanka",England,Sri Lanka,international,Sri Lanka,bat,Sri Lanka,,20,,,SL Malinga
2019-06-22,29,Manchester,Old Trafford,2019,World Cup,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,West Indies,field,New Zealand,,5,,,KS Williamson
2019-06-23,30,London,Lord's,2019,World Cup,ODI,50,"Pakistan, South Africa",Pakistan,South Africa,international,Pakistan,bat,Pakistan,,49,,,Haris Sohail
2019-06-25,32,London,Lord's,2019,World Cup,ODI,50,"England, Australia",England,Australia,international,England,field,Australia,,64,,,AJ Finch
2019-06-26,33,Birmingham,Edgbaston,2019,World Cup,ODI,50,"New Zealand, Pakistan",New Zealand,Pakistan,international,New Zealand,bat,Pakistan,,,6,,Babar Azam
2019-06-27,34,Manchester,Old Trafford,2019,World Cup,ODI,50,"India, West Indies",India,West Indies,international,India,bat,India,,125,,,V Kohli
2019-06-28,35,Chester-le-Street,Riverside Ground,2019,World Cup,ODI,50,"South Africa, Sri Lanka",South Africa,Sri Lanka,international,South Africa,field,South Africa,,,9,,D Pretorius
2019-06-29,37,London,Lord's,2019,World Cup,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,Australia,bat,Australia,,86,,,AT Carey
2019-06-30,38,Birmingham,Edgbaston,2019,World Cup,ODI,50,"England, India",England,India,international,England,bat,England,,31,,,JM Bairstow
2019-07-01,39,Chester-le-Street,Riverside Ground,2019,World Cup,ODI,50,"Sri Lanka, West Indies",Sri Lanka,West Indies,international,West Indies,field,Sri Lanka,,23,,,WIA Fernando
2019-07-02,40,Birmingham,Edgbaston,2019,World Cup,ODI,50,"Bangladesh, India",Bangladesh,India,international,India,bat,India,,28,,,RG Sharma
2019-07-03,41,Chester-le-Street,Riverside Ground,2019,World Cup,ODI,50,"England, New Zealand",England,New Zealand,international,England,bat,England,,119,,,JM Bairstow
2019-07-05,43,London,Lord's,2019,World Cup,ODI,50,"Bangladesh, Pakistan",Bangladesh,Pakistan,international,Pakistan,bat,Pakistan,,94,,,Shaheen Shah Afridi
2019-07-06,44,Leeds,Headingley,2019,World Cup,ODI,50,"India, Sri Lanka",India,Sri Lanka,international,Sri Lanka,bat,India,,,7,,RG Sharma
2019-07-06,45,Manchester,Old Trafford,2019,World Cup,ODI,50,"Australia, South Africa",Australia,South Africa,international,South Africa,bat,South Africa,,10,,,F du Plessis
2019-07-09,,Manchester,Old Trafford,2019,World Cup,ODI,50,"India, New Zealand",India,New Zealand,international,New Zealand,bat,New Zealand,,18,,,MJ Henry
2019-07-11,,Birmingham,Edgbaston,2019,World Cup,ODI,50,"Australia, England",Australia,England,international,Australia,bat,England,,,8,,CR Woakes
2019-07-14,,London,Lord's,2019,World Cup,ODI,50,"England, New Zealand",England,New Zealand,international,New Zealand,bat,,tie,,,,BA Stokes
2019-02-22,1,Perth,W.A.C.A. Ground,2018/19,Rose Bowl,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,field,Australia,,5,,,JL Jonassen
2019-02-24,2,Adelaide,Karen Rolton Oval,2018/19,Rose Bowl,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,field,Australia,,95,,,EA Perry
2019-03-03,3,Melbourne,Junction Oval,2018/19,Rose Bowl,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,bat,Australia,,,7,,A Gardner
2018-11-04,1,,Perth Stadium,2018/19,South Africa tour of Australia,ODI,50,"Australia, South Africa",Australia,South Africa,international,South Africa,field,South Africa,,,6,,DW Steyn
2018-11-09,2,,Adelaide Oval,2018/19,South Africa tour of Australia,ODI,50,"Australia, South Africa",Australia,South Africa,international,South Africa,field,Australia,,7,,,AJ Finch
2018-11-11,3,Hobart,Bellerive Oval,2018/19,South Africa tour of Australia,ODI,50,"South Africa, Australia",South Africa,Australia,international,Australia,field,South Africa,,40,,,DA Miller
2019-01-12,1,Sydney,Sydney Cricket Ground,2018/19,India tour of Australia,ODI,50,"Australia, India",Australia,India,international,Australia,bat,Australia,,34,,,JA Richardson
2019-01-15,2,Adelaide,Adelaide Oval,2018/19,India tour of Australia,ODI,50,"Australia, India",Australia,India,international,Australia,bat,India,,,6,,V Kohli
2019-01-18,3,Melbourne,Melbourne Cricket Ground,2018/19,India tour of Australia,ODI,50,"Australia, India",Australia,India,international,India,field,India,,,7,,YS Chahal
2018-06-10,2,Dublin,The Vineyard,2018,New Zealand Women tour of Ireland and England,ODI,50,"New Zealand, Ireland",New Zealand,Ireland,international,New Zealand,bat,New Zealand,,306,,,
2018-07-22,1,Guyana,Providence Stadium,2018,Bangladesh tour of West Indies and United States of America,ODI,50,"Bangladesh, West Indies",Bangladesh,West Indies,international,Bangladesh,bat,Bangladesh,,48,,,Tamim Iqbal
2018-07-25,2,Guyana,Providence Stadium,2018,Bangladesh tour of West Indies and United States of America,ODI,50,"West Indies, Bangladesh",West Indies,Bangladesh,international,Bangladesh,field,West Indies,,3,,,SO Hetmyer
2018-07-28,3,St Kitts,"Warner Park, Basseterre",2018,Bangladesh tour of West Indies and United States of America,ODI,50,"Bangladesh, West Indies",Bangladesh,West Indies,international,Bangladesh,bat,Bangladesh,,18,,,Tamim Iqbal
2019-05-08,1,London,Kennington Oval,2019,Pakistan tour of England,ODI,50,"England, Pakistan",England,Pakistan,international,England,field,,no result,,,,
2019-05-11,2,Southampton,The Rose Bowl,2019,Pakistan tour of England,ODI,50,"England, Pakistan",England,Pakistan,international,Pakistan,field,England,,12,,,JC Buttler
2019-05-14,3,Bristol,County Ground,2019,Pakistan tour of England,ODI,50,"England, Pakistan",England,Pakistan,international,England,field,England,,,6,,JM Bairstow
2019-05-17,4,Nottingham,Trent Bridge,2019,Pakistan tour of England,ODI,50,"England, Pakistan",England,Pakistan,international,England,field,England,,,3,,JJ Roy
2019-05-19,5,Leeds,Headingley,2019,Pakistan tour of England,ODI,50,"England, Pakistan",England,Pakistan,international,England,bat,England,,54,,,CR Woakes
2018-09-15,1,,Dubai International Cricket Stadium,2018,Asia Cup,ODI,50,"Bangladesh, Sri Lanka",Bangladesh,Sri Lanka,international,Bangladesh,bat,Bangladesh,,137,,,Mushfiqur Rahim
2018-09-16,2,,Dubai International Cricket Stadium,2018,Asia Cup,ODI,50,"Hong Kong, Pakistan",Hong Kong,Pakistan,international,Hong Kong,bat,Pakistan,,,8,,Usman Shinwari
2018-09-18,4,,Dubai International Cricket Stadium,2018,Asia Cup,ODI,50,"India, Hong Kong",India,Hong Kong,international,Hong Kong,field,India,,26,,,S Dhawan
2018-09-19,5,,Dubai International Cricket Stadium,2018,Asia Cup,ODI,50,"Pakistan, India",Pakistan,India,international,Pakistan,bat,India,,,8,,B Kumar
2018-09-21,1,,Dubai International Cricket Stadium,2018,Asia Cup,ODI,50,"Bangladesh, India",Bangladesh,India,international,India,field,India,,,7,,RA Jadeja
2018-09-23,3,,Dubai International Cricket Stadium,2018,Asia Cup,ODI,50,"Pakistan, India",Pakistan,India,international,Pakistan,bat,India,,,9,,S Dhawan
2018-09-26,6,Abu Dhabi,Sheikh Zayed Stadium,2018,Asia Cup,ODI,50,"Bangladesh, Pakistan",Bangladesh,Pakistan,international,Bangladesh,bat,Bangladesh,,37,,,Mushfiqur Rahim
2018-09-28,,,Dubai International Cricket Stadium,2018,Asia Cup,ODI,50,"Bangladesh, India",Bangladesh,India,international,India,field,India,,,3,,Liton Das
2018-12-09,1,Dhaka,"Shere Bangla National Stadium, Mirpur",2018/19,West Indies tour of Bangladesh,ODI,50,"Bangladesh, West Indies",Bangladesh,West Indies,international,West Indies,bat,Bangladesh,,,5,,Mashrafe Mortaza
2018-12-11,2,Dhaka,"Shere Bangla National Stadium, Mirpur",2018/19,West Indies tour of Bangladesh,ODI,50,"Bangladesh, West Indies",Bangladesh,West Indies,international,West Indies,field,West Indies,,,4,,SD Hope
2018-12-14,3,Sylhet,Sylhet International Cricket Stadium,2018/19,West Indies tour of Bangladesh,ODI,50,"Bangladesh, West Indies",Bangladesh,West Indies,international,Bangladesh,field,Bangladesh,,,8,,Mehedi Hasan Miraz
2018-10-21,1,Dhaka,"Shere Bangla National Stadium, Mirpur",2018/19,Zimbabwe tour of Bangladesh,ODI,50,"Bangladesh, Zimbabwe",Bangladesh,Zimbabwe,international,Bangladesh,bat,Bangladesh,,28,,,Imrul Kayes
2018-10-24,2,Chattogram,Zahur Ahmed Chowdhury Stadium,2018/19,Zimbabwe tour of Bangladesh,ODI,50,"Zimbabwe, Bangladesh",Zimbabwe,Bangladesh,international,Bangladesh,field,Bangladesh,,,7,,Mohammad Saifuddin
2018-10-26,3,Chattogram,Zahur Ahmed Chowdhury Stadium,2018/19,Zimbabwe tour of Bangladesh,ODI,50,"Zimbabwe, Bangladesh",Zimbabwe,Bangladesh,international,Bangladesh,field,Bangladesh,,,7,,Soumya Sarkar
2019-01-23,1,Napier,McLean Park,2018/19,India tour of New Zealand,ODI,50,"New Zealand, India",New Zealand,India,international,New Zealand,bat,India,,,8,,Mohammed Shami
2019-01-26,2,Mount Maunganui,Bay Oval,2018/19,India tour of New Zealand,ODI,50,"New Zealand, India",New Zealand,India,international,India,bat,India,,90,,,RG Sharma
2019-01-28,3,Mount Maunganui,Bay Oval,2018/19,India tour of New Zealand,ODI,50,"New Zealand, India",New Zealand,India,international,New Zealand,bat,India,,,7,,Mohammed Shami
2019-01-31,4,Hamilton,Seddon Park,2018/19,India tour of New Zealand,ODI,50,"New Zealand, India",New Zealand,India,international,New Zealand,field,New Zealand,,,8,,TA Boult
2019-02-03,5,Wellington,Westpac Stadium,2018/19,India tour of New Zealand,ODI,50,"New Zealand, India",New Zealand,India,international,India,bat,India,,35,,,AT Rayudu
2019-01-03,1,Mount Maunganui,Bay Oval,2018/19,Sri Lanka tour of New Zealand,ODI,50,"New Zealand, Sri Lanka",New Zealand,Sri Lanka,international,New Zealand,bat,New Zealand,,45,,,MJ Guptill
2019-01-05,2,Mount Maunganui,Bay Oval,2018/19,Sri Lanka tour of New Zealand,ODI,50,"New Zealand, Sri Lanka",New Zealand,Sri Lanka,international,New Zealand,bat,New Zealand,,21,,,NLTC Perera
2019-01-08,3,Nelson,Saxton Oval,2018/19,Sri Lanka tour of New Zealand,ODI,50,"New Zealand, Sri Lanka",New Zealand,Sri Lanka,international,Sri Lanka,field,New Zealand,,115,,,LRPL Taylor
2019-02-13,1,Napier,McLean Park,2018/19,Bangladesh tour of New Zealand,ODI,50,"New Zealand, Bangladesh",New Zealand,Bangladesh,international,Bangladesh,bat,New Zealand,,,8,,MJ Guptill
2019-02-16,2,Christchurch,Hagley Oval,2018/19,Bangladesh tour of New Zealand,ODI,50,"New Zealand, Bangladesh",New Zealand,Bangladesh,international,New Zealand,field,New Zealand,,,8,,MJ Guptill
2019-02-20,3,Dunedin,University Oval,2018/19,Bangladesh tour of New Zealand,ODI,50,"New Zealand, Bangladesh",New Zealand,Bangladesh,international,Bangladesh,field,New Zealand,,88,,,TG Southee
2019-01-24,1,Napier,McLean Park,2018/19,India in New Zealand ODI Series,ODI,50,"New Zealand, India",New Zealand,India,international,India,field,India,,,9,,S Mandhana
