Date,Match_Number,City,Venue,Season,Name,Match_Type,Total_Overs,Teams_Participated,Team_1,Team_2,Team_Type,Toss_Winner,Choose_To,Match_Winner,Match_Result,Win_By_Runs,Win_By_Wickets,Win_By_Innings,Man_Of_Match
2008-02-12,2,Hamilton,Seddon Park,2007/08,England in New Zealand ODI Series,ODI,50,"New Zealand, England",New Zealand,England,international,New Zealand,field,New Zealand,,,10,,JD Ryder
2008-02-15,3,Auckland,Eden Park,2007/08,England in New Zealand ODI Series,ODI,50,"New Zealand, England",New Zealand,England,international,England,field,England,,,6,,PD Collingwood
2008-02-20,4,Napier,McLean Park,2007/08,England in New Zealand ODI Series,ODI,50,"New Zealand, England",New Zealand,England,international,New Zealand,field,,tie,,,,JM How
2008-02-23,5,Christchurch,AMI Stadium,2007/08,England in New Zealand ODI Series,ODI,50,"New Zealand, England",New Zealand,England,international,New Zealand,field,New Zealand,,34,,,BB McCullum
2007-08-22,1,Bulawayo,Queens Sports Club,2007,South Africa in Zimbabwe ODI Series,ODI,50,"Zimbabwe, South Africa",Zimbabwe,South Africa,international,Zimbabwe,bat,South Africa,,,5,,GB Brent
2007-08-25,2,,Harare Sports Club,2007,South Africa in Zimbabwe ODI Series,ODI,50,"Zimbabwe, South Africa",Zimbabwe,South Africa,international,South Africa,field,South Africa,,,8,,HH Gibbs
2007-08-26,3,,Harare Sports Club,2007,South Africa in Zimbabwe ODI Series,ODI,50,"Zimbabwe, South Africa",Zimbabwe,South Africa,international,South Africa,bat,South Africa,,28,,,AB de Villiers
2008-02-21,,,Stellenbosch University 1,2007/08,ICC Women's World Cup Qualifying Series,ODI,50,"South Africa, Netherlands",South Africa,Netherlands,international,South Africa,bat,South Africa,,227,,,C Brits
2008-02-22,,,Stellenbosch University 1,2007/08,ICC Women's World Cup Qualifying Series,ODI,50,"Ireland, South Africa",Ireland,South Africa,international,Ireland,bat,South Africa,,,7,,OV Anderson
2008-02-22,,,Stellenbosch University 2,2007/08,ICC Women's World Cup Qualifying Series,ODI,50,"Pakistan, Netherlands",Pakistan,Netherlands,international,Pakistan,bat,Pakistan,,94,,,L Egging
2007-10-25,1,Nairobi,Gymkhana Club Ground,2007/08,Bermuda in Kenya ODI Series,ODI,50,"Kenya, Bermuda",Kenya,Bermuda,international,Kenya,field,Kenya,,,8,,
2007-10-27,2,Nairobi,Gymkhana Club Ground,2007/08,Bermuda in Kenya ODI Series,ODI,50,"Kenya, Bermuda",Kenya,Bermuda,international,Bermuda,bat,Kenya,,,3,,
2007-10-28,3,Nairobi,Gymkhana Club Ground,2007/08,Bermuda in Kenya ODI Series,ODI,50,"Kenya, Bermuda",Kenya,Bermuda,international,Bermuda,bat,Kenya,,,1,,
2007-11-30,1,,Harare Sports Club,2007/08,West Indies in Zimbabwe ODI Series,ODI,50,"Zimbabwe, West Indies",Zimbabwe,West Indies,international,West Indies,field,Zimbabwe,,30,,,CJ Chibhabha
2007-12-02,2,,Harare Sports Club,2007/08,West Indies in Zimbabwe ODI Series,ODI,50,"Zimbabwe, West Indies",Zimbabwe,West Indies,international,Zimbabwe,field,West Indies,,110,,,RS Morton
2007-12-07,4,Bulawayo,Queens Sports Club,2007/08,West Indies in Zimbabwe ODI Series,ODI,50,"Zimbabwe, West Indies",Zimbabwe,West Indies,international,West Indies,field,West Indies,,,5,,JE Taylor
2008-04-10,1,Trinidad,"Queen's Park Oval, Port of Spain",2007/08,Sri Lanka in West Indies ODI Series,ODI,50,"West Indies, Sri Lanka",West Indies,Sri Lanka,international,West Indies,field,West Indies,,,1,,DJ Bravo
2008-04-12,2,Trinidad,"Queen's Park Oval, Port of Spain",2007/08,Sri Lanka in West Indies ODI Series,ODI,50,"West Indies, Sri Lanka",West Indies,Sri Lanka,international,West Indies,field,West Indies,,,7,,S Chanderpaul
2008-04-15,3,St Lucia,"Beausejour Stadium, Gros Islet",2007/08,Sri Lanka in West Indies ODI Series,ODI,50,"West Indies, Sri Lanka",West Indies,Sri Lanka,international,West Indies,field,,no result,,,,
2008-06-24,1,St Vincent,"Arnos Vale Ground, Kingstown",2008,Australia in West Indies ODI Series,ODI,50,"West Indies, Australia",West Indies,Australia,international,West Indies,field,Australia,,84,,,SE Marsh
2008-06-27,2,Grenada,"National Cricket Stadium, St George's",2008,Australia in West Indies ODI Series,ODI,50,"West Indies, Australia",West Indies,Australia,international,Australia,bat,Australia,,63,,,MJ Clarke
2008-06-29,3,Grenada,"National Cricket Stadium, St George's",2008,Australia in West Indies ODI Series,ODI,50,"West Indies, Australia",West Indies,Australia,international,Australia,field,Australia,,,7,,SR Watson
2008-07-04,4,St Kitts,"Warner Park, Basseterre",2008,Australia in West Indies ODI Series,ODI,50,"West Indies, Australia",West Indies,Australia,international,West Indies,field,Australia,,1,,,A Symonds
2008-07-06,5,St Kitts,"Warner Park, Basseterre",2008,Australia in West Indies ODI Series,ODI,50,"West Indies, Australia",West Indies,Australia,international,Australia,bat,Australia,,169,,,L Ronchi
2008-03-09,1,,Chittagong Divisional Stadium,2007/08,South Africa in Bangladesh ODI Series,ODI,50,"Bangladesh, South Africa",Bangladesh,South Africa,international,Bangladesh,bat,South Africa,,,9,,GC Smith
2008-03-12,2,Mirpur,Shere Bangla National Stadium,2007/08,South Africa in Bangladesh ODI Series,ODI,50,"Bangladesh, South Africa",Bangladesh,South Africa,international,Bangladesh,bat,South Africa,,,7,,A Nel
2008-03-14,3,Mirpur,Shere Bangla National Stadium,2007/08,South Africa in Bangladesh ODI Series,ODI,50,"Bangladesh, South Africa",Bangladesh,South Africa,international,Bangladesh,bat,South Africa,,,7,,JA Morkel
2008-06-29,2,King City,Maple Leaf North-West Ground,2008,Bermuda in Canada ODI Series,ODI,50,"Canada, Bermuda",Canada,Bermuda,international,Canada,field,Bermuda,,11,,,S Dhaniram
2008-08-12,1,Ayr,Cambusdoon New Ground,2008,Kenya in Scotland ODI Series,ODI,50,"Scotland, Kenya",Scotland,Kenya,international,Scotland,field,,no result,,,,
2008-08-25,2,Belfast,"Civil Service Cricket Club, Stormont",2008,Kenya in Ireland ODI Series,ODI,50,"Ireland, Kenya",Ireland,Kenya,international,Kenya,field,,no result,,,,
2008-07-29,11,Dublin,Clontarf Cricket Club Ground,2008,European Championship Division One,ODI,50,"Netherlands, Scotland",Netherlands,Scotland,international,Netherlands,bat,Scotland,,,6,,
2008-07-31,13,Dublin,Clontarf Cricket Club Ground,2008,European Championship Division One,ODI,50,"Ireland, Scotland",Ireland,Scotland,international,Ireland,field,Ireland,,,7,,
2008-10-17,1,Nairobi,Gymkhana Club Ground,2008/09,Tri-Nation Tournament in Kenya,ODI,50,"Ireland, Zimbabwe",Ireland,Zimbabwe,international,Zimbabwe,bat,Zimbabwe,,156,,,
2008-01-21,1,Karachi,National Stadium,2007/08,Zimbabwe in Pakistan ODI Series,ODI,50,"Pakistan, Zimbabwe",Pakistan,Zimbabwe,international,Zimbabwe,field,Pakistan,,104,,,Nasir Jamshed
2008-01-24,2,Sind,"Niaz Stadium, Hyderabad",2007/08,Zimbabwe in Pakistan ODI Series,ODI,50,"Pakistan, Zimbabwe",Pakistan,Zimbabwe,international,Zimbabwe,bat,Pakistan,,,5,,Sohail Tanvir
2008-01-27,3,,Multan Cricket Stadium,2007/08,Zimbabwe in Pakistan ODI Series,ODI,50,"Pakistan, Zimbabwe",Pakistan,Zimbabwe,international,Pakistan,bat,Pakistan,,37,,,Shahid Afridi
2008-01-30,4,Faisalabad,Iqbal Stadium,2007/08,Zimbabwe in Pakistan ODI Series,ODI,50,"Pakistan, Zimbabwe",Pakistan,Zimbabwe,international,Zimbabwe,bat,Pakistan,,,7,,Shoaib Malik
2008-02-02,5,,Sheikhupura Stadium,2007/08,Zimbabwe in Pakistan ODI Series,ODI,50,"Pakistan, Zimbabwe",Pakistan,Zimbabwe,international,Zimbabwe,bat,Pakistan,,,7,,Younis Khan
2008-06-24,1,Lahore,Gaddafi Stadium,2008,Asia Cup,ODI,50,"Bangladesh, United Arab Emirates",Bangladesh,United Arab Emirates,international,Bangladesh,bat,Bangladesh,,96,,,Mohammad Ashraful
2008-06-24,2,Karachi,National Stadium,2008,Asia Cup,ODI,50,"Pakistan, Hong Kong",Pakistan,Hong Kong,international,Pakistan,bat,Pakistan,,155,,,Sohail Tanvir
2008-06-25,3,Lahore,Gaddafi Stadium,2008,Asia Cup,ODI,50,"Bangladesh, Sri Lanka",Bangladesh,Sri Lanka,international,Bangladesh,field,Sri Lanka,,131,,,KC Sangakkara
2008-06-25,4,Karachi,National Stadium,2008,Asia Cup,ODI,50,"Hong Kong, India",Hong Kong,India,international,India,bat,India,,256,,,SK Raina
2008-06-26,6,Lahore,Gaddafi Stadium,2008,Asia Cup,ODI,50,"Sri Lanka, United Arab Emirates",Sri Lanka,United Arab Emirates,international,Sri Lanka,bat,Sri Lanka,,142,,,BAW Mendis
2008-06-26,5,Karachi,National Stadium,2008,Asia Cup,ODI,50,"Pakistan, India",Pakistan,India,international,Pakistan,bat,India,,,6,,SK Raina
2008-06-28,7,Karachi,National Stadium,2008,Asia Cup,ODI,50,"Bangladesh, India",Bangladesh,India,international,Bangladesh,bat,India,,,7,,SK Raina
2008-06-29,8,Karachi,National Stadium,2008,Asia Cup,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Pakistan,field,Sri Lanka,,64,,,KC Sangakkara
2008-06-30,9,Karachi,National Stadium,2008,Asia Cup,ODI,50,"Bangladesh, Sri Lanka",Bangladesh,Sri Lanka,international,Sri Lanka,bat,Sri Lanka,,158,,,ST Jayasuriya
2008-07-02,10,Karachi,National Stadium,2008,Asia Cup,ODI,50,"Pakistan, India",Pakistan,India,international,India,bat,Pakistan,,,8,,Younis Khan
2008-07-03,11,Karachi,National Stadium,2008,Asia Cup,ODI,50,"India, Sri Lanka",India,Sri Lanka,international,Sri Lanka,bat,India,,,6,,MS Dhoni
2008-07-04,12,Karachi,National Stadium,2008,Asia Cup,ODI,50,"Pakistan, Bangladesh",Pakistan,Bangladesh,international,Bangladesh,bat,Pakistan,,,10,,Abdur Rauf
2008-07-06,,Karachi,National Stadium,2008,Asia Cup,ODI,50,"India, Sri Lanka",India,Sri Lanka,international,India,field,Sri Lanka,,100,,,BAW Mendis
2008-08-30,1,Darwin,Marrara Cricket Ground,2008,Bangladesh in Australia ODI Series,ODI,50,"Australia, Bangladesh",Australia,Bangladesh,international,Bangladesh,field,Australia,,180,,,MEK Hussey
2008-09-03,2,Darwin,Marrara Cricket Ground,2008,Bangladesh in Australia ODI Series,ODI,50,"Australia, Bangladesh",Australia,Bangladesh,international,Bangladesh,bat,Australia,,,8,,SE Marsh
2008-09-06,3,Darwin,Marrara Cricket Ground,2008,Bangladesh in Australia ODI Series,ODI,50,"Australia, Bangladesh",Australia,Bangladesh,international,Australia,bat,Australia,,73,,,Tamim Iqbal
2008-05-08,,Kurunegala,Welagedara Stadium,2008,Women's Asia Cup,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,Sri Lanka,bat,India,,,8,,SL Pujare
2008-05-11,,Kurunegala,Welagedara Stadium,2008,Women's Asia Cup,ODI,50,"India, Sri Lanka",India,Sri Lanka,international,India,bat,India,,177,,,A Rawat
2008-08-18,1,,Rangiri Dambulla International Stadium,2008,India in Sri Lanka ODI Series,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,India,bat,Sri Lanka,,,8,,BAW Mendis
2008-08-20,2,,Rangiri Dambulla International Stadium,2008,India in Sri Lanka ODI Series,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,India,field,India,,,3,,Z Khan
2008-08-24,3,Colombo,R Premadasa Stadium,2008,India in Sri Lanka ODI Series,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,India,bat,India,,33,,,MS Dhoni
2008-08-29,5,Colombo,R Premadasa Stadium,2008,India in Sri Lanka ODI Series,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,Sri Lanka,bat,Sri Lanka,,112,,,KMDN Kulasekara
2008-04-08,1,Lahore,Gaddafi Stadium,2007/08,Bangladesh in Pakistan ODI Series,ODI,50,"Pakistan, Bangladesh",Pakistan,Bangladesh,international,Pakistan,bat,Pakistan,,152,,,Mohammad Yousuf
2008-04-11,2,Faisalabad,Iqbal Stadium,2007/08,Bangladesh in Pakistan ODI Series,ODI,50,"Pakistan, Bangladesh",Pakistan,Bangladesh,international,Bangladesh,bat,Pakistan,,,7,,Salman Butt
2008-04-13,3,Lahore,Gaddafi Stadium,2007/08,Bangladesh in Pakistan ODI Series,ODI,50,"Pakistan, Bangladesh",Pakistan,Bangladesh,international,Pakistan,bat,Pakistan,,23,,,Salman Butt
2008-04-16,4,,Multan Cricket Stadium,2007/08,Bangladesh in Pakistan ODI Series,ODI,50,"Pakistan, Bangladesh",Pakistan,Bangladesh,international,Bangladesh,bat,Pakistan,,,7,,Shakib Al Hasan
2008-04-19,5,Karachi,National Stadium,2007/08,Bangladesh in Pakistan ODI Series,ODI,50,"Pakistan, Bangladesh",Pakistan,Bangladesh,international,Pakistan,bat,Pakistan,,150,,,Mohammad Asif
2008-06-08,1,Mirpur,Shere Bangla National Stadium,2008,Kitply Cup,ODI,50,"Bangladesh, Pakistan",Bangladesh,Pakistan,international,Bangladesh,field,Pakistan,,70,,,Salman Butt
2008-06-10,2,Mirpur,Shere Bangla National Stadium,2008,Kitply Cup,ODI,50,"India, Pakistan",India,Pakistan,international,India,bat,India,,140,,,V Sehwag
2008-06-12,3,Mirpur,Shere Bangla National Stadium,2008,Kitply Cup,ODI,50,"Bangladesh, India",Bangladesh,India,international,Bangladesh,bat,India,,,7,,G Gambhir
2008-06-14,,Mirpur,Shere Bangla National Stadium,2008,Kitply Cup,ODI,50,"India, Pakistan",India,Pakistan,international,Pakistan,bat,Pakistan,,25,,,Younis Khan
2009-09-04,1,London,Kennington Oval,2009,NatWest Series,ODI,50,"England, Australia",England,Australia,international,England,field,Australia,,4,,,CJ Ferguson
2009-09-06,2,London,Lord's,2009,NatWest Series,ODI,50,"England, Australia",England,Australia,international,England,field,Australia,,39,,,MG Johnson
2009-09-09,3,Southampton,The Rose Bowl,2009,NatWest Series,ODI,50,"England, Australia",England,Australia,international,England,bat,Australia,,,6,,CL White
2009-09-12,4,London,Lord's,2009,NatWest Series,ODI,50,"England, Australia",England,Australia,international,England,bat,Australia,,,7,,B Lee
2009-09-15,5,Nottingham,Trent Bridge,2009,NatWest Series,ODI,50,"England, Australia",England,Australia,international,England,bat,Australia,,,4,,RT Ponting
2009-09-17,6,Nottingham,Trent Bridge,2009,NatWest Series,ODI,50,"England, Australia",England,Australia,international,Australia,bat,Australia,,111,,,TD Paine
2009-09-20,7,Chester-le-Street,Riverside Ground,2009,NatWest Series,ODI,50,"England, Australia",England,Australia,international,England,field,England,,,4,,GP Swann
2008-11-07,1,Potchefstroom,Senwes Park,2008/09,Bangladesh in South Africa ODI Series,ODI,50,"South Africa, Bangladesh",South Africa,Bangladesh,international,South Africa,bat,South Africa,,61,,,DW Steyn
2009-04-03,1,Durban,Kingsmead,2008/09,Australia in South Africa ODI Series,ODI,50,"South Africa, Australia",South Africa,Australia,international,Australia,bat,Australia,,141,,,MEK Hussey
2009-04-05,2,Centurion,SuperSport Park,2008/09,Australia in South Africa ODI Series,ODI,50,"South Africa, Australia",South Africa,Australia,international,Australia,bat,South Africa,,,7,,WD Parnell
2009-04-09,3,Cape Town,Newlands,2008/09,Australia in South Africa ODI Series,ODI,50,"South Africa, Australia",South Africa,Australia,international,South Africa,bat,South Africa,,25,,,JH Kallis
2009-04-13,4,Port Elizabeth,St George's Park,2008/09,Australia in South Africa ODI Series,ODI,50,"South Africa, Australia",South Africa,Australia,international,Australia,field,South Africa,,61,,,HH Gibbs
2009-04-17,5,Johannesburg,New Wanderers Stadium,2008/09,Australia in South Africa ODI Series,ODI,50,"South Africa, Australia",South Africa,Australia,international,South Africa,field,Australia,,47,,,NM Hauritz
2009-01-16,1,,Melbourne Cricket Ground,2008/09,South Africa in Australia ODI Series,ODI,50,"Australia, South Africa",Australia,South Africa,international,Australia,bat,South Africa,,,3,,JA Morkel
2009-01-18,2,Hobart,Bellerive Oval,2008/09,South Africa in Australia ODI Series,ODI,50,"Australia, South Africa",Australia,South Africa,international,South Africa,field,Australia,,5,,,SE Marsh
2009-01-23,3,,Sydney Cricket Ground,2008/09,South Africa in Australia ODI Series,ODI,50,"Australia, South Africa",Australia,South Africa,international,Australia,bat,South Africa,,,3,,JA Morkel
2009-01-26,4,,Adelaide Oval,2008/09,South Africa in Australia ODI Series,ODI,50,"Australia, South Africa",Australia,South Africa,international,Australia,bat,South Africa,,,8,,AB de Villiers
2009-01-30,5,Perth,Western Australia Cricket Association Ground,2008/09,South Africa in Australia ODI Series,ODI,50,"Australia, South Africa",Australia,South Africa,international,South Africa,bat,South Africa,,39,,,HM Amla
2009-02-01,1,Perth,Western Australia Cricket Association Ground,2008/09,Chappell-Hadlee Trophy,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,Australia,bat,New Zealand,,,2,,KD Mills
2009-02-06,2,,Melbourne Cricket Ground,2008/09,Chappell-Hadlee Trophy,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,field,New Zealand,,,6,,MJ Clarke
2009-02-08,3,,Sydney Cricket Ground,2008/09,Chappell-Hadlee Trophy,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,field,Australia,,32,,,BJ Haddin
2009-02-10,4,,Adelaide Oval,2008/09,Chappell-Hadlee Trophy,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,bat,Australia,,,6,,DJ Hussey
2009-02-13,5,Brisbane,"Brisbane Cricket Ground, Woolloongabba",2008/09,Chappell-Hadlee Trophy,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,field,,no result,,,,
2009-03-20,1,Guyana,Providence Stadium,2008/09,England in West Indies ODI Series,ODI,50,"West Indies, England",West Indies,England,international,England,bat,England,,1,,,PD Collingwood
2009-03-22,2,Guyana,Providence Stadium,2008/09,England in West Indies ODI Series,ODI,50,"West Indies, England",West Indies,England,international,West Indies,bat,West Indies,,21,,,S Chanderpaul
2009-03-27,3,Barbados,"Kensington Oval, Bridgetown",2008/09,England in West Indies ODI Series,ODI,50,"West Indies, England",West Indies,England,international,West Indies,field,West Indies,,,8,,DJ Bravo
2009-03-29,4,Barbados,"Kensington Oval, Bridgetown",2008/09,England in West Indies ODI Series,ODI,50,"West Indies, England",West Indies,England,international,England,field,England,,,9,,AJ Strauss
2009-04-03,5,St Lucia,"Beausejour Stadium, Gros Islet",2008/09,England in West Indies ODI Series,ODI,50,"West Indies, England",West Indies,England,international,West Indies,field,England,,26,,,A Flintoff
2009-03-10,7,Sydney,North Sydney Oval,2008/09,ICC Women's World Cup,ODI,50,"England, India",England,India,international,England,field,England,,,9,,CMG Atkins
2008-10-31,1,Bloemfontein,OUTsurance Oval,2008/09,Kenya in South Africa ODI Series,ODI,50,"South Africa, Kenya",South Africa,Kenya,international,South Africa,bat,South Africa,,159,,,JP Duminy
2008-11-14,1,Rajkot,Madhavrao Scindia Cricket Ground,2008/09,England in India ODI Series,ODI,50,"India, England",India,England,international,England,field,India,,158,,,Yuvraj Singh
2008-11-17,2,Indore,Maharani Usharaje Trust Cricket Ground,2008/09,England in India ODI Series,ODI,50,"India, England",India,England,international,India,bat,India,,54,,,Yuvraj Singh
2008-11-20,3,Kanpur,Green Park,2008/09,England in India ODI Series,ODI,50,"India, England",India,England,international,England,bat,India,,16,,,Harbhajan Singh
2008-11-23,4,Bangalore,M Chinnaswamy Stadium,2008/09,England in India ODI Series,ODI,50,"India, England",India,England,international,England,field,India,,19,,,V Sehwag
2008-11-26,5,Cuttack,Barabati Stadium,2008/09,England in India ODI Series,ODI,50,"India, England",India,England,international,India,field,India,,,6,,V Sehwag
2008-08-27,4,Colombo,R Premadasa Stadium,2008,India in Sri Lanka ODI Series,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,India,bat,India,,46,,,SK Raina
2009-03-03,1,Napier,McLean Park,2008/09,India in New Zealand ODI Series,ODI,50,"New Zealand, India",New Zealand,India,international,India,bat,India,,53,,,MS Dhoni
2009-03-11,4,Hamilton,Seddon Park,2008/09,India in New Zealand ODI Series,ODI,50,"New Zealand, India",New Zealand,India,international,New Zealand,bat,India,,84,,,V Sehwag
2009-03-14,5,Auckland,Eden Park,2008/09,India in New Zealand ODI Series,ODI,50,"New Zealand, India",New Zealand,India,international,India,bat,New Zealand,,,8,,JD Ryder
2009-03-06,2,Wellington,Westpac Stadium,2008/09,India in New Zealand ODI Series,ODI,50,"New Zealand, India",New Zealand,India,international,India,bat,,no result,,,,
2009-03-08,3,Christchurch,AMI Stadium,2008/09,India in New Zealand ODI Series,ODI,50,"New Zealand, India",New Zealand,India,international,New Zealand,field,India,,58,,,SR Tendulkar
2008-12-31,1,,Queenstown Events Centre,2008/09,West Indies in New Zealand ODI Series,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,New Zealand,field,,no result,,,,
2009-01-07,3,Wellington,Westpac Stadium,2008/09,West Indies in New Zealand ODI Series,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,New Zealand,field,New Zealand,,,7,,DL Vettori
2008-11-12,1,Abu Dhabi,Sheikh Zayed Stadium,2008/09,Pakistan v West Indies ODI Series,ODI,50,"Pakistan, West Indies",Pakistan,West Indies,international,West Indies,bat,Pakistan,,,4,,CH Gayle
2008-11-14,2,Abu Dhabi,Sheikh Zayed Stadium,2008/09,Pakistan v West Indies ODI Series,ODI,50,"Pakistan, West Indies",Pakistan,West Indies,international,Pakistan,bat,Pakistan,,24,,,Sohail Tanvir
2008-11-20,1,,Harare Sports Club,2008/09,Sri Lanka in Zimbabwe ODI Series,ODI,50,"Zimbabwe, Sri Lanka",Zimbabwe,Sri Lanka,international,Sri Lanka,field,Sri Lanka,,,6,,M Muralitharan
2008-11-22,2,,Harare Sports Club,2008/09,Sri Lanka in Zimbabwe ODI Series,ODI,50,"Zimbabwe, Sri Lanka",Zimbabwe,Sri Lanka,international,Zimbabwe,bat,Sri Lanka,,,9,,BAW Mendis
2008-11-24,3,,Harare Sports Club,2008/09,Sri Lanka in Zimbabwe ODI Series,ODI,50,"Zimbabwe, Sri Lanka",Zimbabwe,Sri Lanka,international,Zimbabwe,field,Sri Lanka,,5,,,H Masakadza
2008-11-30,5,,Harare Sports Club,2008/09,Sri Lanka in Zimbabwe ODI Series,ODI,50,"Zimbabwe, Sri Lanka",Zimbabwe,Sri Lanka,international,Zimbabwe,field,Sri Lanka,,19,,,M Muralitharan
2009-06-26,1,Jamaica,"Sabina Park, Kingston",2009,India in West Indies ODI Series,ODI,50,"West Indies, India",West Indies,India,international,India,bat,India,,20,,,Yuvraj Singh
2009-06-28,2,Jamaica,"Sabina Park, Kingston",2009,India in West Indies ODI Series,ODI,50,"West Indies, India",West Indies,India,international,India,bat,West Indies,,,8,,R Rampaul
2009-07-03,3,St Lucia,"Beausejour Stadium, Gros Islet",2009,India in West Indies ODI Series,ODI,50,"West Indies, India",West Indies,India,international,India,field,India,,,6,,MS Dhoni
2009-07-05,4,St Lucia,"Beausejour Stadium, Gros Islet",2009,India in West Indies ODI Series,ODI,50,"West Indies, India",West Indies,India,international,India,field,,no result,,,,
2009-01-10,1,Mirpur,Shere Bangla National Stadium,2008/09,Tri-Nation Tournament in Bangladesh,ODI,50,"Bangladesh, Zimbabwe",Bangladesh,Zimbabwe,international,Bangladesh,field,Zimbabwe,,38,,,E Chigumbura
2009-01-14,3,Mirpur,Shere Bangla National Stadium,2008/09,Tri-Nation Tournament in Bangladesh,ODI,50,"Bangladesh, Sri Lanka",Bangladesh,Sri Lanka,international,Bangladesh,field,Bangladesh,,,5,,Shakib Al Hasan
2009-01-23,3,Mirpur,Shere Bangla National Stadium,2008/09,Zimbabwe in Bangladesh ODI Series,ODI,50,"Bangladesh, Zimbabwe",Bangladesh,Zimbabwe,international,Bangladesh,field,Bangladesh,,,6,,Mashrafe Mortaza
2009-05-24,2,Bristol,County Ground,2009,NatWest Series,ODI,50,"England, West Indies",England,West Indies,international,England,field,England,,,6,,PD Collingwood
2009-05-26,3,Birmingham,Edgbaston,2009,NatWest Series,ODI,50,"England, West Indies",England,West Indies,international,West Indies,field,England,,58,,,MJ Prior
2009-08-27,,Belfast,"Civil Service Cricket Club, Stormont",2009,,ODI,50,"Ireland, England",Ireland,England,international,England,bat,England,,3,,,DT Johnston
2009-06-29,1,Chelmsford,County Ground,2009,Australia Women in England ODI Series,ODI,50,"England, Australia",England,Australia,international,Australia,bat,England,,,9,,SJ Taylor
2009-01-31,3,Nairobi,Gymkhana Club Ground,2008/09,Zimbabwe in Kenya ODI Series,ODI,50,"Kenya, Zimbabwe",Kenya,Zimbabwe,international,Kenya,bat,Zimbabwe,,,4,,
2009-01-20,1,Karachi,National Stadium,2008/09,Sri Lanka in Pakistan ODI Series,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Sri Lanka,bat,Pakistan,,,8,,Salman Butt
2009-01-21,2,Karachi,National Stadium,2008/09,Sri Lanka in Pakistan ODI Series,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Pakistan,field,Sri Lanka,,129,,,TM Dilshan
2009-01-24,3,Lahore,Gaddafi Stadium,2008/09,Sri Lanka in Pakistan ODI Series,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Sri Lanka,bat,Sri Lanka,,234,,,TM Dilshan
2009-01-28,1,,Rangiri Dambulla International Stadium,2008/09,India in Sri Lanka ODI Series,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,India,field,India,,,6,,ST Jayasuriya
2009-01-31,2,Colombo,R Premadasa Stadium,2008/09,India in Sri Lanka ODI Series,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,India,bat,India,,15,,,I Sharma
2009-02-03,3,Colombo,R Premadasa Stadium,2008/09,India in Sri Lanka ODI Series,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,India,bat,India,,147,,,Yuvraj Singh
2009-02-05,4,Colombo,R Premadasa Stadium,2008/09,India in Sri Lanka ODI Series,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,India,bat,India,,67,,,G Gambhir
2009-02-08,5,Colombo,R Premadasa Stadium,2008/09,India in Sri Lanka ODI Series,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,Sri Lanka,bat,Sri Lanka,,68,,,KC Sangakkara
2009-11-22,2,Centurion,SuperSport Park,2009/10,England in South Africa ODI Series,ODI,50,"South Africa, England",South Africa,England,international,England,field,England,,,7,,PD Collingwood
2009-11-27,3,Cape Town,Newlands,2009/10,England in South Africa ODI Series,ODI,50,"South Africa, England",South Africa,England,international,South Africa,bat,South Africa,,112,,,AB de Villiers
2009-11-29,4,Port Elizabeth,St George's Park,2009/10,England in South Africa ODI Series,ODI,50,"South Africa, England",South Africa,England,international,South Africa,bat,England,,,7,,JM Anderson
2009-04-01,4,Benoni,Willowmoore Park,2009,ICC World Cup Qualifiers,ODI,50,"Ireland, Scotland",Ireland,Scotland,international,Ireland,field,Ireland,,,7,,WTS Porterfield
2009-04-08,27,Benoni,Willowmoore Park,2009,ICC World Cup Qualifiers,ODI,50,"Canada, Scotland",Canada,Scotland,international,Scotland,field,Canada,,148,,,A Bagai
2009-04-22,1,,Dubai Sports City Cricket Stadium,2009,Australia v Pakistan ODI Series,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Australia,bat,Pakistan,,,4,,Shahid Afridi
2009-04-24,2,,Dubai Sports City Cricket Stadium,2009,Australia v Pakistan ODI Series,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Pakistan,bat,Australia,,,6,,A Symonds
